game,release_date,copies_sold,price,revenue,avg_playtime,review_score,publisher_class,publisher,developers,steam_id,total_revenue,revenue_percentage,days_in_market,average_price_per_hour
Tactic Boxing,2024-03-24,3970,9.99,28857.0,7.9,78,Indie,Stately Eagle Games,Stately Eagle Games,2740280,28857.0,100.0,169,1.26
Criminal Attraction,2024-07-26,3389,9.99,28741.0,4.8,83,Indie,Space Samurai Studio,Space Samurai Studio,2775050,28741.0,100.0,45,2.08
Elf boss's dog training,2024-01-16,4593,7.99,28692.0,3.9,81,Indie,"Playmeow,ACG creator",Giver,1988080,274211.0,10.46,237,2.05
Border Bots VR,2024-02-08,1867,19.99,28685.0,2.7,88,AA,Team17,"Paw Print Games Ltd.,vTime Ltd",874440,2584283.0,1.11,214,7.4
Crystal Guardians,2024-03-15,2585,13.99,28629.0,17.7,95,Indie,Green Pine Studios,Green Pine Studios,2322090,28629.0,100.0,178,0.79
Against Great Darkness,2024-04-10,5026,6.99,28579.0,4.8,95,Indie,Hitreg Studios,Hitreg Studios,2302150,28579.0,100.0,152,1.46
Akai Onna,2024-01-04,12475,2.99,28485.0,0.7,89,Indie,Yamoto,Yamoto,2674190,28485.0,100.0,249,4.27
House of Lust,2024-03-20,2833,11.99,28483.0,2.0,74,Indie,Shady Corner Games,FrozenLettuce,2656980,254545.0,11.19,173,6.0
Book of Korvald,2024-06-16,1459,24.99,28463.0,8.1,97,Indie,Shady Corner Games,Punching Donut,2132380,254545.0,11.18,85,3.09
Mines and Magic,2024-03-25,3910,14.99,28188.0,9.1,72,Indie,Zolden Games,Zolden Games,884640,28188.0,100.0,168,1.65
奕剑江湖,2024-08-06,63989,0.0,28044.0,10.3,85,Indie,Star-Star Studio,Star-Star Studio,2701510,28044.0,100.0,34,0.0
To Be In Love With Girls Group,2024-03-26,3700,9.99,27883.0,4.4,68,Indie,光禾文化,光禾文化,2817530,27883.0,100.0,167,2.27
定制女友,2024-04-27,4027,8.99,27860.0,2.8,81,Indie,deep field,deep field,2791020,27860.0,100.0,135,3.21
Coloring Game: Studio,2024-01-19,2378,19.99,27849.0,81.4,99,Indie,L. Stotch,L. Stotch,2231040,27849.0,100.0,234,0.25
Tendryll,2024-04-30,1865,17.99,27758.0,12.7,87,Indie,Brute Farce,Brute Farce,1915780,27758.0,100.0,132,1.42
Mirage Feathers,2024-09-06,6859,4.99,27717.0,1.2,100,Indie,oyasumi Workshop,oyasumi Workshop,2719060,27717.0,100.0,3,4.16
2番線 | Nibansen,2024-01-18,6602,4.99,27542.0,1.2,81,Indie,MFC STUDIO,MFC STUDIO,2699510,27542.0,100.0,235,4.16
DEATHWATCHERS,2024-07-12,2826,11.99,27529.0,6.5,91,Indie,SWAIN GAMES,SWAIN GAMES,2599370,27529.0,100.0,59,1.84
Flying High,2024-05-10,2377,14.99,27484.0,0.9,65,Indie,Affect3D,Affect3D,2909410,27484.0,100.0,122,16.66
Ufouria: The Saga 2,2024-02-28,1279,24.99,27474.0,3.3,94,Indie,SUNSOFT,SUNSOFT,2685090,165513.0,16.6,194,7.57
Necroking,2024-09-04,6773,4.99,27369.0,3.1,85,Indie,Alawar,KORO.GAMES,2852980,462403.0,5.92,5,1.61
Captain Firehawk and the Laser Love Situation,2024-02-09,3431,9.99,27368.0,1.9,76,Indie,Portland Caviar,Portland Caviar,2054690,27368.0,100.0,213,5.26
Right and Down and Dice,2024-01-23,2950,11.99,27336.0,8.2,87,Indie,mc2games,mc2games,2228010,27336.0,100.0,230,1.46
On Dark Terms,2024-02-06,2200,7.99,27226.0,6.5,69,Indie,Dimensionless Games,Dimensionless Games,2159530,394923.0,6.89,216,1.23
Gym Manager,2024-07-31,3748,9.99,27202.0,4.7,73,AA,PlayWay S.A.,Han GAMES,2337460,10925072.0,0.25,40,2.13
Saving Mrs. Hinako,2024-03-11,2478,14.99,27180.0,3.8,86,Indie,Shiravune,Studio Pork,2626240,811767.0,3.35,182,3.94
Sister's Curriculum,2024-04-18,1929,16.99,27085.0,5.8,97,Indie,WAZAZAK,WAZAZAK,2865590,27085.0,100.0,144,2.93
The Witch's Cauldron,2024-01-24,10808,7.99,27071.0,3.8,92,Indie,Harvey games,Harvey games,2251010,27071.0,100.0,229,2.1
ODDADA,2024-08-15,3310,9.99,27005.0,2.9,97,Indie,Sven Ahlgrimm,"Sven Ahlgrimm,Mathilde Hoffmann,Bastian Clausdorff",1627870,27005.0,100.0,25,3.44
所谓侠客 So-called Hero,2024-02-14,1774,18.99,26984.0,11.0,84,Indie,NewSmile Games,NewSmile Games,1116080,26984.0,100.0,208,1.73
Dojo Masters,2024-07-17,2357,14.99,26897.0,4.8,95,Indie,Pixeled Vision,Pixeled Vision,2538000,26897.0,100.0,54,3.12
Speed Crew,2024-01-31,1695,19.99,26802.0,3.1,100,Indie,Wild Fields,Wild Fields,2367480,26802.0,100.0,222,6.45
Voyager-19,2024-05-19,8793,3.99,26619.0,0.6,90,Indie,Deep Root Interactive,Deep Root Interactive,2925510,26619.0,100.0,113,6.65
Speedway Challenge 2024,2024-04-01,18737,0.0,26579.0,17.3,71,Indie,Artur Berkowski Berobasket,Artur Berkowski Berobasket,2750960,26579.0,100.0,161,0.0
Baisu,2024-05-30,2991,9.99,26577.0,1.4,87,Indie,Tripleducks studio,Tripleducks studio,2821850,26577.0,100.0,102,7.14
DunHero,2024-02-12,4457,7.99,26516.0,7.7,90,Indie,Dev Kacper,Dev Kacper,2270210,26516.0,100.0,210,1.04
Empires Shall Fall,2024-02-19,2586,12.99,26457.0,5.1,92,Indie,"Weird Penguin Games,Electronic Sheep Games",Weird Penguin Games,1477170,26457.0,100.0,203,2.55
Night Bus,2024-04-08,6008,4.99,26436.0,0.8,89,Indie,Liquid Static Studio,Liquid Static Studio,2820800,26436.0,100.0,154,6.24
Descending The Woods,2024-07-12,1876,18.99,26435.0,4.1,54,Indie,AIONWARE LTD,AIONWARE LTD,2868070,26435.0,100.0,59,4.63
One-inch Tactics,2024-05-19,1790,19.99,26321.0,5.3,96,Indie,KOMODO,KOGADO STUDIO,2743970,51130.0,51.48,113,3.77
ZOMBIE RAID: No One Survives,2024-07-12,1912,14.99,26312.0,7.9,56,Indie,Red Dot Studio,Red Dot Studio,688540,26312.0,100.0,59,1.9
Drake's Dungeon,2024-01-15,827,34.99,26043.0,5.9,92,Indie,hotchaWorks,hotchaWorks,2313670,26043.0,100.0,238,5.93
Taskmaster VR,2024-06-19,1253,24.99,26027.0,1.2,51,Indie,Draw & Code,Scallywag Arcade,2698450,26027.0,100.0,82,20.82
永恒幻境 Eternal Dreamland,2024-01-31,4968,6.99,26013.0,7.0,46,Indie,Eternal,Eternal,2722270,26013.0,100.0,222,1.0
Footgun: Underground,2024-04-30,2349,14.99,25998.0,4.1,91,Indie,CobraTekku Games,Turtle Knight Games,2206240,25998.0,100.0,132,3.66
Populous™: The Beginning,2024-03-07,13253,4.99,25991.0,8.0,90,AAA,Electronic Arts,Bullfrog Productions,2616430,21635263.0,0.12,186,0.62
Dungeons and Robots,2024-01-23,6096,8.99,25961.0,3.3,44,Indie,Glow Games Studio,Glow Games Studio,386650,25961.0,100.0,230,2.72
東方幻想魔録W ～ The Devil of Decline,2024-03-28,971,29.99,25957.0,33.8,95,Indie,mebius.,ハチクマソフト,2250790,93938.0,27.63,165,0.89
Astor: Blade of the Monolith,2024-05-30,1257,24.99,25886.0,6.8,76,Indie,"Versus Evil,tinyBuild",C2 Game Studio,1989320,810171.0,3.2,102,3.67
Elf Discipline Ceremony,2024-02-23,3364,10.99,25798.0,1.3,69,Indie,072 Project,Flag shadow,2696060,2224410.0,1.16,199,8.45
Lord of Rigel,2024-08-25,1683,19.99,25727.0,15.8,64,Indie,Rhombus Studios,Rhombus Studios,437440,25727.0,100.0,15,1.27
Coin Factory,2024-06-21,5722,4.99,25657.0,5.5,84,Indie,Lino Rabolini,Lino Rabolini,2992500,25657.0,100.0,80,0.91
El Dorado: The Golden City Builder,2024-06-17,1832,17.99,25637.0,3.1,66,Indie,"Gameparic,Games Incubator","Hobo Bunch,Gameparic",1451470,25637.0,100.0,84,5.8
戦国ブシドー〜大野望の巻〜,2024-07-16,6549,0.0,25618.0,3.4,50,Indie,©︎ Kaiser (Overseas) Limited,©︎ Kaiser (Overseas) Limited,3038820,25618.0,100.0,55,0.0
Oji-Mama/憧れのガチムチおじさんがボクだけのドスケベママになっちゃった❤,2024-05-23,1138,25.0,25605.0,1.6,100,Indie,SKSK団,SKSK団,2725330,25605.0,100.0,109,15.62
Scorchlands,2024-07-25,2935,11.99,25601.0,4.9,95,Indie,Star Drifters,Ringlab,1090100,25601.0,100.0,46,2.45
Amazing Grace -What color is your attribute?-,2024-04-25,1092,34.99,25577.0,12.9,94,Indie,Shiravune,Cabbage Soft,2553910,811767.0,3.15,137,2.71
Beat Slayer,2024-04-04,1653,19.99,25573.0,4.6,95,Indie,"ByteRockers' Games,Paras Games",ByteRockers' Games,2089830,25573.0,100.0,158,4.35
Reigns: Three Kingdoms,2024-01-11,11023,2.99,25568.0,9.4,52,AA,Devolver Digital,Nerial,2437040,3012238.0,0.85,242,0.32
Orrstead,2024-03-06,2404,12.99,25518.0,4.9,85,Indie,IndividualKex,IndividualKex,693940,25518.0,100.0,187,2.65
Just Another Night Shift,2024-03-28,4927,6.99,25488.0,3.7,93,Indie,RantaKoira,"RantaKoira,FinnGames",2331130,25488.0,100.0,165,1.89
Worm Nest Plague,2024-07-16,4051,6.99,25484.0,6.0,93,Indie,ST Hot Dog King,ST Hot Dog King,2666590,25484.0,100.0,55,1.17
TRAMCITY HAKODATE,2024-01-04,1888,14.99,25471.0,2.9,100,Indie,TRAMWORKS,TRAMWORKS,2614000,25471.0,100.0,249,5.17
MAOUISHO:~ La Dolce Vita with Another World's Demon Lord~,2024-08-09,1238,24.99,25454.0,2.6,91,Indie,072 Project,ボウサバG,2602770,2224410.0,1.14,31,9.61
KAMLA,2024-05-07,4750,7.99,25205.0,3.2,93,Indie,Mad-Mantra Games,Mad-Mantra Games,2585270,25205.0,100.0,125,2.5
Midnight Ramen,2024-07-23,2575,11.99,25107.0,3.0,99,Indie,Cointinue Games,Cointinue Games,2543030,25107.0,100.0,48,4.0
Haruka Ao no Hanayome ni,2024-08-09,1235,29.99,25078.0,6.7,99,Indie,HIKARI FIELD,Lump of Sugar,2947230,179916.0,13.94,31,4.48
Sherwood Extreme,2024-04-29,1589,19.99,25077.0,3.6,78,Indie,CAGE Studios,CAGE Studios,1340180,25077.0,100.0,133,5.55
ESCAPE FROM BOYKISSER,2024-02-10,26650,1.99,25071.0,1.6,84,Indie,akhsotoen,akhsotoen,2708280,25071.0,100.0,212,1.24
Game Store Simulator,2024-08-20,6470,4.99,25070.0,4.2,84,Indie,Pex Entertainment,Pex Entertainment,2598930,25070.0,100.0,20,1.19
Sex Universe [18+],2024-05-11,4485,9.99,25061.0,1.4,72,Indie,Octo Games,Octo Games,2888360,155022.0,16.17,121,7.14
Destiny Online,2024-03-30,3047,0.0,24986.0,128.8,82,Indie,Destiny10.com,Destiny10.com,2841010,24986.0,100.0,163,0.0
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",2024-08-15,5650,6.99,24952.0,8.8,89,Indie,"Girls on Campus, from Freshmen to Faculty, All Fall for Me!","Girls on Campus, from Freshmen to Faculty, All Fall for Me!",3029990,24952.0,100.0,25,0.79
Strayed,2024-04-19,1512,19.99,24912.0,21.1,77,Indie,Crustacean Interactive,Crustacean Interactive,2359470,24912.0,100.0,143,0.95
UBOAT: The Silent Wolf VR,2024-06-19,1499,19.99,24828.0,2.3,67,Indie,Titan GameZ,Titan GameZ,1455390,24828.0,100.0,82,8.69
Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,2024-04-21,1121,29.99,24809.0,2.2,66,Indie,KOMODO,Crypton Future Media,2477920,51130.0,48.52,141,13.63
Dawnsbury Days,2024-03-08,5954,4.99,24711.0,5.8,98,Indie,Dawnsbury Studios,Dawnsbury Studios,2693730,24711.0,100.0,185,0.86
Isabella: Chasing Shadows,2024-06-21,2663,11.99,24675.0,2.6,92,Indie,Badtimetales,Badtimetales,2703180,24675.0,100.0,80,4.61
CROPS!,2024-07-17,3684,7.99,24620.0,3.5,89,Indie,Bocary Studios,Bocary Studios,3057760,24620.0,100.0,54,2.28
Skelethrone: The Chronicles of Ericona,2024-08-07,2106,14.99,24562.0,8.0,83,Indie,Valkyrie Initiative,70`Strike,2139840,112833.0,21.77,33,1.87
Stellar Orphans,2024-03-25,1926,19.99,24519.0,13.1,75,Indie,Artifex Parvus,Artifex Parvus,1844130,24519.0,100.0,168,1.53
Rumble Club,2024-04-23,33980,0.0,24402.0,9.2,75,Indie,Mad Mushroom,"Lightfox Games, Inc.",2639810,67294.0,36.26,139,0.0
Acolyte of the Altar,2024-03-25,1540,19.99,24374.0,4.6,74,Indie,Black Kite Games,Black Kite Games,2288880,24374.0,100.0,168,4.35
It was a human.,2024-07-26,5919,4.99,24206.0,1.6,79,Indie,GAMER Plan,Loser/s,2484160,24206.0,100.0,45,3.12
Camp Canyonwood,2024-02-26,1890,19.99,24136.0,7.2,66,Indie,Graffiti Games,Deli Interactive LLC,1374170,624972.0,3.86,196,2.78
Ashes of the Union,2024-07-23,2062,12.99,24106.0,6.1,82,Indie,700 Games Studio,700 Games Studio,3091390,24106.0,100.0,48,2.13
SCP: Descent,2024-03-20,4272,6.99,24090.0,1.4,58,Indie,Pixel Drip Games,Pixel Drip Games,2757220,24090.0,100.0,173,4.99
ONE BTN BOSSES,2024-08-06,2454,11.99,24086.0,2.8,89,Indie,"Midnight Munchies,Outersloth",Midnight Munchies,1910600,24086.0,100.0,34,4.28
The World of Gangs,2024-04-16,3344,7.99,23966.0,1.6,56,Indie,Playmeow,Cosemen Gaming,1925040,426721.0,5.62,146,4.99
Mareld,2024-05-02,4229,6.99,23913.0,7.1,93,Indie,Renka,Renka,2336580,23913.0,100.0,130,0.98
Boldly Forward,2024-02-07,7022,3.99,23873.0,15.3,47,Indie,SmallMill,SmallMill,2758280,23873.0,100.0,215,0.26
TV Studio Story,2024-03-06,3189,8.99,23794.0,7.6,93,Indie,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",2732020,23794.0,100.0,187,1.18
NARIBIKIMURA,2024-08-16,2313,12.99,23719.0,1.8,82,Indie,DorsalFin Studio,DorsalFin Studio,2693860,23719.0,100.0,24,7.22
Kanna Maze,2024-05-15,8150,3.99,23718.0,3.7,89,Indie,致意,致意,2876250,23718.0,100.0,117,1.08
Mori Carta,2024-03-25,1627,14.99,23628.0,11.2,71,Indie,Nevergreen Games,Nevergreen Games,1570830,23628.0,100.0,168,1.34
Machick,2024-03-22,3991,6.99,23624.0,4.5,91,Indie,No Serious Games,No Serious Games,2811200,23624.0,100.0,171,1.55
Dünnes Eis - Das Spiel zum Song,2024-05-16,6564,3.99,23571.0,1.0,100,Indie,"Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann",2961990,23571.0,100.0,116,3.99
Shell Runner,2024-07-15,1956,14.99,23560.0,1.8,65,Indie,indie.io,Reija,2622280,1950658.0,1.21,56,8.33
Memories Off,2024-01-31,3003,9.99,23373.0,7.3,93,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,675610,644677.0,3.63,222,1.37
11F,2024-04-19,3998,8.99,23351.0,1.3,83,Indie,PUMPKIM,PUMPKIM,1847120,23351.0,100.0,143,6.92
Closer the Distance,2024-08-01,1414,19.99,23329.0,4.3,92,AA,Skybound Games,Osmotic Studios,1991300,23329.0,100.0,39,4.65
Messy Up,2024-06-13,3563,7.99,23195.0,3.8,86,Indie,"Liquid Meow,Athenes game",Liquid Meow,2572560,23195.0,100.0,88,2.1
Memories Off6 T-wave,2024-01-31,1976,14.99,23150.0,7.0,98,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184580,644677.0,3.59,222,2.14
Trash of the Titans,2024-05-29,3282,8.99,23097.0,6.1,98,Indie,Thayer and Back Again,Thayer and Back Again,2450400,23097.0,100.0,103,1.47
You are Peter Shorts,2024-05-10,1872,14.99,23078.0,4.1,90,Indie,ondydev,ondydev,2352640,23078.0,100.0,122,3.66
The Corpsmen,2024-09-06,1558,19.99,23047.0,5.5,59,Indie,Multicell Games,Multicell Games,1571960,23047.0,100.0,3,3.63
Tank Operations: European Campaign,2024-02-26,2520,19.99,23043.0,37.8,85,Indie,2tainment GmbH,Linked Dimensions,844860,23043.0,100.0,196,0.53
Wife of My Boss,2024-05-04,7011,4.99,22990.0,0.8,67,Indie,Love Seekers,Love Seekers,2143980,22990.0,100.0,128,6.24
Dragons Legacy,2024-03-26,5086,4.99,22960.0,20.9,77,Indie,Beawesome Games LLC,Beawesome Games,2520410,22960.0,100.0,167,0.24
Sarah's Adventure: Time Travel,2024-06-25,28251,0.0,22916.6017927192,59.7,87,Indie,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED,2994430,22916.6017927192,100.0,76,0.0
CorpoNation: The Sorting Process,2024-02-22,2451,12.99,22893.0,5.3,84,Indie,Playtonic Friends,Canteen,2159960,22893.0,100.0,200,2.45
Fallen Saint Yhoundeh,2024-05-31,2395,12.99,22844.0,3.7,70,Indie,Kagura Games,MOEKOUBOU,2864860,8701350.0,0.26,101,3.51
Neon Tail,2024-02-16,2679,24.99,22808.0,4.1,90,Indie,Rocket Juice Games,"Fei,Leo,Yang",1126270,22808.0,100.0,206,6.1
Far Lands,2024-01-19,2677,24.99,22800.0,7.7,69,Indie,Scalpel Softworks,Scalpel Softworks,1500940,22800.0,100.0,234,3.25
Welcome to Paradise Island,2024-08-30,2112,14.99,22790.0,2.8,80,Indie,Kagura Games,Resta!,2790680,8701350.0,0.26,10,5.35
Loopstructor,2024-08-07,5508,4.99,22701.0,6.5,87,Indie,Pone Games,Pone Games,2726870,22701.0,100.0,33,0.77
Brocula,2024-05-09,1336,19.99,22581.0,2.1,51,Indie,Destroyer Doggo,Destroyer Doggo,1364740,22581.0,100.0,123,9.52
Songs Of Death,2024-07-30,3966,6.99,22568.0,4.4,86,AA,Lightning Games,"DreamStep,Wild Kid Games",2276420,5334895.0,0.42,41,1.59
Buckshot With Friends,2024-02-19,6685,3.99,22509.0,0.7,52,Indie,yythgim,yythgim,2808270,22509.0,100.0,203,5.7
Lilja and Natsuka Painting Lies,2024-07-24,1085,22.99,22449.0,8.3,100,Indie,"Frontwing USA,Bushiroad Inc.",Frontwing,2840900,22449.0,100.0,47,2.77
ERO TRAP DUNGEON ROGUELIKE,2024-07-10,1662,14.99,22422.0,8.9,81,Indie,Ketchup AjiNo Mayonnaise,Ketchup AjiNo Mayonnaise,3016750,22422.0,100.0,61,1.68
Deck of Souls,2024-06-20,2482,10.99,22371.0,4.3,92,Indie,HeroCraft PC,Bigboot Studios,2088770,334123.0,6.7,81,2.56
灵境·修仙界,2024-06-21,2241,9.99,22360.0,8.9,87,Indie,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,2799930,22360.0,100.0,80,1.12
Stigma-ARIA,2024-09-06,1621,16.99,22306.0,1.7,85,Indie,072 Project,イシコロドウ,2710010,2224410.0,1.0,3,9.99
GraalOnline Era,2024-02-16,21644,0.0,22299.0,41.3,71,Indie,Toonslab,GraalOnline,2358050,22299.0,100.0,206,0.0
HAELE 3D - Hand Poses Lite - Drawing References,2024-06-03,1659,17.99,22288.0,8.8,94,Indie,HAELE 3D,Ige Olwen,2570230,22288.0,100.0,98,2.04
EarthRoyale,2024-04-29,3874,7.99,22222.0,14.7,89,Indie,Lizzycat / Lizabeth Gidlund,Lizzycat / Lizabeth Gidlund,2016220,22222.0,100.0,133,0.54
Dread Weight,2024-07-29,2368,14.99,22137.0,3.3,88,Indie,Deer Dream Studios,Deer Dream Studios,2399060,22137.0,100.0,42,4.54
Secret Archives,2024-02-27,1678,15.99,22129.0,6.2,71,Indie,Juice Game,Juice Game,2374660,22129.0,100.0,195,2.58
Thyria,2024-02-29,1629,15.99,22099.0,2.5,94,Indie,GrabTheGames,Twokats,1608590,22099.0,100.0,193,6.4
Z.O.N.A: Origin,2024-08-26,1444,19.99,22080.0,2.9,87,Indie,AGaming+,AGaming+,2539520,22080.0,100.0,14,6.89
ATTA -Spot the Oddities in the Strange Hotel-,2024-02-27,5245,4.99,22014.0,1.1,84,Indie,IDEA FRUITION,IDEA FRUITION,2827450,22014.0,100.0,195,4.54
鬼打墙（剧情版）,2024-01-05,3120,5.99,21939.0,2.7,76,Indie,KX GAMES,KX GAMES,2642700,21939.0,100.0,248,2.22
ワールド・ネバーランド２～プルト共和国物語～EXPERIENCE OF FICTION LIFE,2024-05-15,1272,24.99,21939.0,11.1,61,Indie,althi Inc.,althi Inc.,682550,21939.0,100.0,117,2.25
Setteeh,2024-08-02,3282,7.99,21898.0,1.4,80,Indie,MonsterAttack,MonsterAttack,1566450,21898.0,100.0,38,5.71
Kepler-2100,2024-03-30,14511,0.0,21880.59479904341,12.0,85,Indie,NCARD,NCARD,2758490,21880.59479904341,100.0,163,0.0
Puffin Planes,2024-09-04,2371,11.99,21744.0,4.6,97,Indie,CATINRAIN LLC,CATINRAIN LLC,2897240,21744.0,100.0,5,2.61
Pomberito,2024-06-24,4850,5.99,21719.0,1.3,96,Indie,Lara the Pitbull,Lara the Pitbull,2761100,21719.0,100.0,77,4.61
Tales of Morrow,2024-03-08,1945,14.99,21703.0,1.7,53,Indie,GameMechanic,GameMechanic,1783620,21703.0,100.0,185,8.82
Sassy Girl,2024-01-19,2503,9.99,21685.0,6.1,89,Indie,Hematite,Hematite,2471650,58845.0,36.85,234,1.64
Hot & Lewd: Miami,2024-06-15,3903,9.99,21653.0,1.8,90,Indie,Lust Desires 🖤,Lust Desires 🖤,2998880,411035.0,5.27,86,5.55
Pape Rangers,2024-08-09,6638,3.99,21651.0,7.8,79,Indie,OKJOY,Pape Game Studio,2812820,144852.0,14.95,31,0.51
XF Extreme Formula,2024-06-11,1297,19.99,21606.0,3.0,91,Indie,Feperd Games,Feperd Games,2539910,21606.0,100.0,90,6.66
Memories Off Yubikiri No Kioku,2024-01-31,1854,14.99,21592.0,18.7,95,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184590,644677.0,3.35,222,0.8
School Owner,2024-02-03,1716,19.99,21499.0,1.2,25,Indie,Owner Games,Owner Games,946670,21499.0,100.0,219,16.66
Secret Toy,2024-06-21,4394,5.99,21479.0,1.1,80,Indie,Momentum Games,Momentum Games,2961330,21479.0,100.0,80,5.45
Forgotten Mines,2024-07-23,3480,7.99,21461.0,9.4,86,Indie,Ishtar Games,Cannibal Goose,2238630,21461.0,100.0,48,0.85
Lords of Exile,2024-02-14,1821,14.99,21402.0,3.5,82,Indie,"PID Games,PixelHeart",Squidbit Works,1329360,21402.0,100.0,208,4.28
Real Anime Situation! 2,2024-06-24,1143,24.99,21364.0,3.7,93,Indie,Shiravune,Jitaku Studio,2361760,811767.0,2.63,77,6.75
The Renovator: Origins,2024-07-13,2497,9.99,21283.0,2.9,84,Indie,Peace_Studio,Peace_Studio,1917550,21283.0,100.0,58,3.44
Necromantic,2024-05-22,3418,6.99,21260.0,3.3,70,Indie,Blinkmoon Games,Blinkmoon Games,2615010,21260.0,100.0,110,2.12
PATHOGEN X,2024-07-21,2112,11.99,21168.0,1.3,85,Indie,BraveCat'Studios,BraveCat'Studios,2508980,21168.0,100.0,50,9.22
SCP: EVENT CLASSIFIED,2024-04-26,2860,9.99,21162.0,2.1,51,Indie,Archotech,Archotech,1955030,21162.0,100.0,136,4.76
Thunder Helix,2024-03-21,1288,19.99,21156.0,2.0,95,Indie,David Walters,David Walters,1906230,21156.0,100.0,172,9.99
Cursed Crew,2024-02-26,1175,20.0,21150.0,4.8,90,Indie,Cracklewock Games,Cracklewock Games,1839760,21150.0,100.0,196,4.17
Cat Bait,2024-08-27,5213,4.99,21106.0,2.1,98,Indie,Mayni prod.,Mayni prod.,2929730,21106.0,100.0,13,2.38
Deathwish Enforcers Special Edition,2024-02-14,1489,19.99,21086.0,1.9,87,Indie,Monster Bath Games Inc.,Monster Bath Games Inc.,2683030,21086.0,100.0,208,10.52
The Wandering Corinne,2024-07-18,2891,8.99,21082.0,0.8,54,Indie,"Mango Party,Mango Party News",ankoku marimokan,2311840,4214598.0,0.5,53,11.24
Dungeon Looter,2024-05-13,3205,11.99,21067.0,6.3,78,Indie,Wappen Games,Wappen Games,1228320,21067.0,100.0,119,1.9
Lucky Mark,2024-04-19,2505,9.99,21066.0,9.8,58,Indie,Super Alex,Super Alex,2450720,21066.0,100.0,143,1.02
Orc Covenant: Gay Bara Orc Visual Novel,2024-08-21,864,29.99,21022.0,3.9,75,Indie,Y Press Games,Y Press Games,2243570,21022.0,100.0,19,7.69
Champion Shift,2024-06-21,4526,6.99,20955.0,6.6,79,Indie,SRG Studios,SRG Studios,2391900,20955.0,100.0,80,1.06
Megacopter: Blades of the Goddess,2024-06-21,1684,15.99,20946.0,3.6,95,Indie,Pizza Bear Games,Pizza Bear Games,1228360,20946.0,100.0,80,4.44
DYSCHRONIA: Chronos Alternate - Dual Edition,2024-03-27,725,34.99,20922.0,6.3,92,Indie,IzanagiGames,"IzanagiGames,MyDearest Inc.",2023920,20922.0,100.0,166,5.55
Claw Machine Sim,2024-03-28,3896,6.99,20723.0,2.9,94,Indie,Unechte Sachen,Unechte Sachen,2456120,20723.0,100.0,165,2.41
Memories Off #5 Togireta Film,2024-01-31,1778,14.99,20674.0,7.3,91,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184570,644677.0,3.21,222,2.05
Superscout,2024-07-18,128010,17.99,1868809.0,5.2,94,Indie,Mountain&Sea Studio,Mountain&Sea Studio,2862610,1868809.0,100.0,53,3.46
Lightyear Frontier,2024-03-19,93838,24.99,1847587.0,8.3,0,Indie,"Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios",1677110,1847587.0,100.0,174,3.01
Thriving City: Song,2024-05-29,148108,18.99,1847579.0,15.1,83,Indie,IndieArk,White Star Studio,1956800,3590901.0,51.45,103,1.26
Living With Sister: Monochrome Fantasy,2024-03-22,230496,12.99,1838206.0,10.7,97,Indie,Kagura Games,Inusuku,2429860,8701350.0,21.13,171,1.21
Dune: Imperium,2024-03-13,92464,22.99,1775842.0,22.9,97,Indie,Dire Wolf,Dire Wolf,1689500,1936155.0,91.72,180,1.0
Chinese Online Game,2024-07-18,208103,9.99,1772844.0,7.6,74,Indie,Wise Games,648工作室,1416920,1772844.0,100.0,53,1.31
The Thaumaturge,2024-03-04,71142,34.99,1756839.0,11.2,0,AA,11 bit studios,Fool's Theory,1684350,3407016.0,51.57,189,3.12
Dungeonborne,2024-07-18,1121214,0.0,1753880.0,24.5,66,Indie,Mithril Interactive,Mithril Interactive,2448970,1753880.0,100.0,53,0.0
Feed the Cups,2024-02-20,159951,15.99,1743322.0,36.5,89,Indie,IndieArk,Vambear Games,2336220,3590901.0,48.55,202,0.44
Astral Party ,2024-02-28,566827,0.0,1737265.0,17.7,51,Indie,Neverland Entertainment,STAR ENGINE PROJECT,2622000,1926639.0,90.17,194,0.0
